E2F86B7261C10873865CEC2FEFD2F3E0,,Versienr,I_1.02
11-07-2023 23:45,12-07-2023 00:30,12-07-2023 00:45,0.00000000
12-07-2023 00:00,12-07-2023 00:45,12-07-2023 01:00,0.00000000
12-07-2023 00:15,12-07-2023 01:00,12-07-2023 01:15,0.00000000
12-07-2023 00:30,12-07-2023 01:15,12-07-2023 01:30,0.00000000
12-07-2023 00:45,12-07-2023 01:30,12-07-2023 01:45,0.00000000
12-07-2023 01:00,12-07-2023 01:45,12-07-2023 02:00,0.00000000
12-07-2023 01:15,12-07-2023 02:00,12-07-2023 02:15,0.00000000
12-07-2023 01:30,12-07-2023 02:15,12-07-2023 02:30,0.00000000
12-07-2023 01:45,12-07-2023 02:30,12-07-2023 02:45,0.00000000
12-07-2023 02:00,12-07-2023 02:45,12-07-2023 03:00,0.00000000
12-07-2023 02:15,12-07-2023 03:00,12-07-2023 03:15,0.00000000
12-07-2023 02:30,12-07-2023 03:15,12-07-2023 03:30,0.00000000
12-07-2023 02:45,12-07-2023 03:30,12-07-2023 03:45,0.00000000
12-07-2023 03:00,12-07-2023 03:45,12-07-2023 04:00,0.00000000
12-07-2023 03:15,12-07-2023 04:00,12-07-2023 04:15,0.00000000
12-07-2023 03:30,12-07-2023 04:15,12-07-2023 04:30,0.00000000
12-07-2023 03:45,12-07-2023 04:30,12-07-2023 04:45,0.00000000
12-07-2023 04:00,12-07-2023 04:45,12-07-2023 05:00,0.00000000
12-07-2023 04:15,12-07-2023 05:00,12-07-2023 05:15,0.00000000
12-07-2023 04:30,12-07-2023 05:15,12-07-2023 05:30,0.00000000
12-07-2023 04:45,12-07-2023 05:30,12-07-2023 05:45,0.00000000
12-07-2023 05:00,12-07-2023 05:45,12-07-2023 06:00,0.00000000
12-07-2023 05:15,12-07-2023 06:00,12-07-2023 06:15,0.00000000
12-07-2023 05:30,12-07-2023 06:15,12-07-2023 06:30,0.00000000
12-07-2023 05:45,12-07-2023 06:30,12-07-2023 06:45,0.00000000
12-07-2023 06:00,12-07-2023 06:45,12-07-2023 07:00,0.00000000
12-07-2023 06:15,12-07-2023 07:00,12-07-2023 07:15,0.00000008
12-07-2023 06:30,12-07-2023 07:15,12-07-2023 07:30,0.00000045
12-07-2023 06:45,12-07-2023 07:30,12-07-2023 07:45,0.00000183
12-07-2023 07:00,12-07-2023 07:45,12-07-2023 08:00,0.00000454
12-07-2023 07:15,12-07-2023 08:00,12-07-2023 08:15,0.00000970
12-07-2023 07:30,12-07-2023 08:15,12-07-2023 08:30,0.00001677
12-07-2023 07:45,12-07-2023 08:30,12-07-2023 08:45,0.00002550
12-07-2023 08:00,12-07-2023 08:45,12-07-2023 09:00,0.00003414
12-07-2023 08:15,12-07-2023 09:00,12-07-2023 09:15,0.00004497
12-07-2023 08:30,12-07-2023 09:15,12-07-2023 09:30,0.00005743
12-07-2023 08:45,12-07-2023 09:30,12-07-2023 09:45,0.00007172
12-07-2023 09:00,12-07-2023 09:45,12-07-2023 10:00,0.00008586
12-07-2023 09:15,12-07-2023 10:00,12-07-2023 10:15,0.00010028
12-07-2023 09:30,12-07-2023 10:15,12-07-2023 10:30,0.00011452
12-07-2023 09:45,12-07-2023 10:30,12-07-2023 10:45,0.00012775
12-07-2023 10:00,12-07-2023 10:45,12-07-2023 11:00,0.00013829
12-07-2023 10:15,12-07-2023 11:00,12-07-2023 11:15,0.00014768
12-07-2023 10:30,12-07-2023 11:15,12-07-2023 11:30,0.00015596
12-07-2023 10:45,12-07-2023 11:30,12-07-2023 11:45,0.00016378
12-07-2023 11:00,12-07-2023 11:45,12-07-2023 12:00,0.00017007
12-07-2023 11:15,12-07-2023 12:00,12-07-2023 12:15,0.00017498
12-07-2023 11:30,12-07-2023 12:15,12-07-2023 12:30,0.00017981
12-07-2023 11:45,12-07-2023 12:30,12-07-2023 12:45,0.00018446
12-07-2023 12:00,12-07-2023 12:45,12-07-2023 13:00,0.00019052
12-07-2023 12:15,12-07-2023 13:00,12-07-2023 13:15,0.00019477
12-07-2023 12:30,12-07-2023 13:15,12-07-2023 13:30,0.00019778
12-07-2023 12:45,12-07-2023 13:30,12-07-2023 13:45,0.00019758
12-07-2023 13:00,12-07-2023 13:45,12-07-2023 14:00,0.00019722
12-07-2023 13:15,12-07-2023 14:00,12-07-2023 14:15,0.00019600
12-07-2023 13:30,12-07-2023 14:15,12-07-2023 14:30,0.00019441
12-07-2023 13:45,12-07-2023 14:30,12-07-2023 14:45,0.00019149
12-07-2023 14:00,12-07-2023 14:45,12-07-2023 15:00,0.00018855
12-07-2023 14:15,12-07-2023 15:00,12-07-2023 15:15,0.00018439
12-07-2023 14:30,12-07-2023 15:15,12-07-2023 15:30,0.00017948
12-07-2023 14:45,12-07-2023 15:30,12-07-2023 15:45,0.00017291
12-07-2023 15:00,12-07-2023 15:45,12-07-2023 16:00,0.00016650
12-07-2023 15:15,12-07-2023 16:00,12-07-2023 16:15,0.00015863
12-07-2023 15:30,12-07-2023 16:15,12-07-2023 16:30,0.00014890
12-07-2023 15:45,12-07-2023 16:30,12-07-2023 16:45,0.00013604
12-07-2023 16:00,12-07-2023 16:45,12-07-2023 17:00,0.00012086
12-07-2023 16:15,12-07-2023 17:00,12-07-2023 17:15,0.00010346
12-07-2023 16:30,12-07-2023 17:15,12-07-2023 17:30,0.00008444
12-07-2023 16:45,12-07-2023 17:30,12-07-2023 17:45,0.00006617
12-07-2023 17:00,12-07-2023 17:45,12-07-2023 18:00,0.00005094
12-07-2023 17:15,12-07-2023 18:00,12-07-2023 18:15,0.00003853
12-07-2023 17:30,12-07-2023 18:15,12-07-2023 18:30,0.00002778
12-07-2023 17:45,12-07-2023 18:30,12-07-2023 18:45,0.00001799
12-07-2023 18:00,12-07-2023 18:45,12-07-2023 19:00,0.00001035
12-07-2023 18:15,12-07-2023 19:00,12-07-2023 19:15,0.00000503
12-07-2023 18:30,12-07-2023 19:15,12-07-2023 19:30,0.00000191
12-07-2023 18:45,12-07-2023 19:30,12-07-2023 19:45,0.00000029
12-07-2023 19:00,12-07-2023 19:45,12-07-2023 20:00,0.00000001
12-07-2023 19:15,12-07-2023 20:00,12-07-2023 20:15,0.00000000
12-07-2023 19:30,12-07-2023 20:15,12-07-2023 20:30,0.00000000
12-07-2023 19:45,12-07-2023 20:30,12-07-2023 20:45,0.00000000
12-07-2023 20:00,12-07-2023 20:45,12-07-2023 21:00,0.00000000
12-07-2023 20:15,12-07-2023 21:00,12-07-2023 21:15,0.00000000
12-07-2023 20:30,12-07-2023 21:15,12-07-2023 21:30,0.00000000
12-07-2023 20:45,12-07-2023 21:30,12-07-2023 21:45,0.00000000
12-07-2023 21:00,12-07-2023 21:45,12-07-2023 22:00,0.00000000
12-07-2023 21:15,12-07-2023 22:00,12-07-2023 22:15,0.00000000
12-07-2023 21:30,12-07-2023 22:15,12-07-2023 22:30,0.00000000
12-07-2023 21:45,12-07-2023 22:30,12-07-2023 22:45,0.00000000
12-07-2023 22:00,12-07-2023 22:45,12-07-2023 23:00,0.00000000
12-07-2023 22:15,12-07-2023 23:00,12-07-2023 23:15,0.00000000
12-07-2023 22:30,12-07-2023 23:15,12-07-2023 23:30,0.00000000
12-07-2023 22:45,12-07-2023 23:30,12-07-2023 23:45,0.00000000
12-07-2023 23:00,12-07-2023 23:45,13-07-2023 00:00,0.00000000
12-07-2023 23:15,13-07-2023 00:00,13-07-2023 00:15,0.00000000
12-07-2023 23:30,13-07-2023 00:15,13-07-2023 00:30,0.00000000
12-07-2023 23:45,13-07-2023 00:30,13-07-2023 00:45,0.00000000
13-07-2023 00:00,13-07-2023 00:45,13-07-2023 01:00,0.00000000
13-07-2023 00:15,13-07-2023 01:00,13-07-2023 01:15,0.00000000
13-07-2023 00:30,13-07-2023 01:15,13-07-2023 01:30,0.00000000
13-07-2023 00:45,13-07-2023 01:30,13-07-2023 01:45,0.00000000
13-07-2023 01:00,13-07-2023 01:45,13-07-2023 02:00,0.00000000
13-07-2023 01:15,13-07-2023 02:00,13-07-2023 02:15,0.00000000
13-07-2023 01:30,13-07-2023 02:15,13-07-2023 02:30,0.00000000
13-07-2023 01:45,13-07-2023 02:30,13-07-2023 02:45,0.00000000
13-07-2023 02:00,13-07-2023 02:45,13-07-2023 03:00,0.00000000
13-07-2023 02:15,13-07-2023 03:00,13-07-2023 03:15,0.00000000
13-07-2023 02:30,13-07-2023 03:15,13-07-2023 03:30,0.00000000
13-07-2023 02:45,13-07-2023 03:30,13-07-2023 03:45,0.00000000
13-07-2023 03:00,13-07-2023 03:45,13-07-2023 04:00,0.00000000
13-07-2023 03:15,13-07-2023 04:00,13-07-2023 04:15,0.00000000
13-07-2023 03:30,13-07-2023 04:15,13-07-2023 04:30,0.00000000
13-07-2023 03:45,13-07-2023 04:30,13-07-2023 04:45,0.00000000
13-07-2023 04:00,13-07-2023 04:45,13-07-2023 05:00,0.00000000
13-07-2023 04:15,13-07-2023 05:00,13-07-2023 05:15,0.00000000
13-07-2023 04:30,13-07-2023 05:15,13-07-2023 05:30,0.00000000
13-07-2023 04:45,13-07-2023 05:30,13-07-2023 05:45,0.00000000
13-07-2023 05:00,13-07-2023 05:45,13-07-2023 06:00,0.00000000
13-07-2023 05:15,13-07-2023 06:00,13-07-2023 06:15,0.00000000
13-07-2023 05:30,13-07-2023 06:15,13-07-2023 06:30,0.00000000
13-07-2023 05:45,13-07-2023 06:30,13-07-2023 06:45,0.00000000
13-07-2023 06:00,13-07-2023 06:45,13-07-2023 07:00,0.00000000
13-07-2023 06:15,13-07-2023 07:00,13-07-2023 07:15,0.00000000
13-07-2023 06:30,13-07-2023 07:15,13-07-2023 07:30,0.00000002
13-07-2023 06:45,13-07-2023 07:30,13-07-2023 07:45,0.00000129
13-07-2023 07:00,13-07-2023 07:45,13-07-2023 08:00,0.00000389
13-07-2023 07:15,13-07-2023 08:00,13-07-2023 08:15,0.00000875
13-07-2023 07:30,13-07-2023 08:15,13-07-2023 08:30,0.00001527
13-07-2023 07:45,13-07-2023 08:30,13-07-2023 08:45,0.00002346
13-07-2023 08:00,13-07-2023 08:45,13-07-2023 09:00,0.00003200
13-07-2023 08:15,13-07-2023 09:00,13-07-2023 09:15,0.00004239
13-07-2023 08:30,13-07-2023 09:15,13-07-2023 09:30,0.00005469
13-07-2023 08:45,13-07-2023 09:30,13-07-2023 09:45,0.00006898
13-07-2023 09:00,13-07-2023 09:45,13-07-2023 10:00,0.00008366
13-07-2023 09:15,13-07-2023 10:00,13-07-2023 10:15,0.00009817
13-07-2023 09:30,13-07-2023 10:15,13-07-2023 10:30,0.00011237
13-07-2023 09:45,13-07-2023 10:30,13-07-2023 10:45,0.00012528
13-07-2023 10:00,13-07-2023 10:45,13-07-2023 11:00,0.00013488
13-07-2023 10:15,13-07-2023 11:00,13-07-2023 11:15,0.00014324
13-07-2023 10:30,13-07-2023 11:15,13-07-2023 11:30,0.00015037
13-07-2023 10:45,13-07-2023 11:30,13-07-2023 11:45,0.00015805
13-07-2023 11:00,13-07-2023 11:45,13-07-2023 12:00,0.00016424
13-07-2023 11:15,13-07-2023 12:00,13-07-2023 12:15,0.00016944
13-07-2023 11:30,13-07-2023 12:15,13-07-2023 12:30,0.00017450
13-07-2023 11:45,13-07-2023 12:30,13-07-2023 12:45,0.00017966
13-07-2023 12:00,13-07-2023 12:45,13-07-2023 13:00,0.00018466
13-07-2023 12:15,13-07-2023 13:00,13-07-2023 13:15,0.00018829
13-07-2023 12:30,13-07-2023 13:15,13-07-2023 13:30,0.00019032
13-07-2023 12:45,13-07-2023 13:30,13-07-2023 13:45,0.00019082
13-07-2023 13:00,13-07-2023 13:45,13-07-2023 14:00,0.00019146
13-07-2023 13:15,13-07-2023 14:00,13-07-2023 14:15,0.00019112
13-07-2023 13:30,13-07-2023 14:15,13-07-2023 14:30,0.00018984
13-07-2023 13:45,13-07-2023 14:30,13-07-2023 14:45,0.00018635
13-07-2023 14:00,13-07-2023 14:45,13-07-2023 15:00,0.00018287
13-07-2023 14:15,13-07-2023 15:00,13-07-2023 15:15,0.00017824
13-07-2023 14:30,13-07-2023 15:15,13-07-2023 15:30,0.00017293
13-07-2023 14:45,13-07-2023 15:30,13-07-2023 15:45,0.00016586
13-07-2023 15:00,13-07-2023 15:45,13-07-2023 16:00,0.00015946
13-07-2023 15:15,13-07-2023 16:00,13-07-2023 16:15,0.00015166
13-07-2023 15:30,13-07-2023 16:15,13-07-2023 16:30,0.00014210
13-07-2023 15:45,13-07-2023 16:30,13-07-2023 16:45,0.00012864
13-07-2023 16:00,13-07-2023 16:45,13-07-2023 17:00,0.00011472
13-07-2023 16:15,13-07-2023 17:00,13-07-2023 17:15,0.00009919
13-07-2023 16:30,13-07-2023 17:15,13-07-2023 17:30,0.00008346
13-07-2023 16:45,13-07-2023 17:30,13-07-2023 17:45,0.00006600
13-07-2023 17:00,13-07-2023 17:45,13-07-2023 18:00,0.00005155
13-07-2023 17:15,13-07-2023 18:00,13-07-2023 18:15,0.00003855
13-07-2023 17:30,13-07-2023 18:15,13-07-2023 18:30,0.00002815
13-07-2023 17:45,13-07-2023 18:30,13-07-2023 18:45,0.00001868
13-07-2023 18:00,13-07-2023 18:45,13-07-2023 19:00,0.00001132
13-07-2023 18:15,13-07-2023 19:00,13-07-2023 19:15,0.00000598
13-07-2023 18:30,13-07-2023 19:15,13-07-2023 19:30,0.00000233
13-07-2023 18:45,13-07-2023 19:30,13-07-2023 19:45,0.00000058
13-07-2023 19:00,13-07-2023 19:45,13-07-2023 20:00,0.00000010
13-07-2023 19:15,13-07-2023 20:00,13-07-2023 20:15,0.00000000
13-07-2023 19:30,13-07-2023 20:15,13-07-2023 20:30,0.00000000
13-07-2023 19:45,13-07-2023 20:30,13-07-2023 20:45,0.00000000
13-07-2023 20:00,13-07-2023 20:45,13-07-2023 21:00,0.00000000
13-07-2023 20:15,13-07-2023 21:00,13-07-2023 21:15,0.00000000
13-07-2023 20:30,13-07-2023 21:15,13-07-2023 21:30,0.00000000
13-07-2023 20:45,13-07-2023 21:30,13-07-2023 21:45,0.00000000
13-07-2023 21:00,13-07-2023 21:45,13-07-2023 22:00,0.00000000
13-07-2023 21:15,13-07-2023 22:00,13-07-2023 22:15,0.00000000
13-07-2023 21:30,13-07-2023 22:15,13-07-2023 22:30,0.00000000
13-07-2023 21:45,13-07-2023 22:30,13-07-2023 22:45,0.00000000
13-07-2023 22:00,13-07-2023 22:45,13-07-2023 23:00,0.00000000
13-07-2023 22:15,13-07-2023 23:00,13-07-2023 23:15,0.00000000
13-07-2023 22:30,13-07-2023 23:15,13-07-2023 23:30,0.00000000
13-07-2023 22:45,13-07-2023 23:30,13-07-2023 23:45,0.00000000
13-07-2023 23:00,13-07-2023 23:45,14-07-2023 00:00,0.00000000
13-07-2023 23:15,14-07-2023 00:00,14-07-2023 00:15,0.00000000
13-07-2023 23:30,14-07-2023 00:15,14-07-2023 00:30,0.00000000
13-07-2023 23:45,14-07-2023 00:30,14-07-2023 00:45,0.00000000
14-07-2023 00:00,14-07-2023 00:45,14-07-2023 01:00,0.00000000
14-07-2023 00:15,14-07-2023 01:00,14-07-2023 01:15,0.00000000
14-07-2023 00:30,14-07-2023 01:15,14-07-2023 01:30,0.00000000
14-07-2023 00:45,14-07-2023 01:30,14-07-2023 01:45,0.00000000
14-07-2023 01:00,14-07-2023 01:45,14-07-2023 02:00,0.00000000
14-07-2023 01:15,14-07-2023 02:00,14-07-2023 02:15,0.00000000
14-07-2023 01:30,14-07-2023 02:15,14-07-2023 02:30,0.00000000
14-07-2023 01:45,14-07-2023 02:30,14-07-2023 02:45,0.00000000
14-07-2023 02:00,14-07-2023 02:45,14-07-2023 03:00,0.00000000
14-07-2023 02:15,14-07-2023 03:00,14-07-2023 03:15,0.00000000
14-07-2023 02:30,14-07-2023 03:15,14-07-2023 03:30,0.00000000
14-07-2023 02:45,14-07-2023 03:30,14-07-2023 03:45,0.00000000
14-07-2023 03:00,14-07-2023 03:45,14-07-2023 04:00,0.00000000
14-07-2023 03:15,14-07-2023 04:00,14-07-2023 04:15,0.00000000
14-07-2023 03:30,14-07-2023 04:15,14-07-2023 04:30,0.00000000
14-07-2023 03:45,14-07-2023 04:30,14-07-2023 04:45,0.00000000
14-07-2023 04:00,14-07-2023 04:45,14-07-2023 05:00,0.00000000
14-07-2023 04:15,14-07-2023 05:00,14-07-2023 05:15,0.00000000
14-07-2023 04:30,14-07-2023 05:15,14-07-2023 05:30,0.00000000
14-07-2023 04:45,14-07-2023 05:30,14-07-2023 05:45,0.00000000
14-07-2023 05:00,14-07-2023 05:45,14-07-2023 06:00,0.00000000
14-07-2023 05:15,14-07-2023 06:00,14-07-2023 06:15,0.00000000
14-07-2023 05:30,14-07-2023 06:15,14-07-2023 06:30,0.00000000
14-07-2023 05:45,14-07-2023 06:30,14-07-2023 06:45,0.00000000
14-07-2023 06:00,14-07-2023 06:45,14-07-2023 07:00,0.00000000
14-07-2023 06:15,14-07-2023 07:00,14-07-2023 07:15,0.00000000
14-07-2023 06:30,14-07-2023 07:15,14-07-2023 07:30,0.00000000
14-07-2023 06:45,14-07-2023 07:30,14-07-2023 07:45,0.00000048
14-07-2023 07:00,14-07-2023 07:45,14-07-2023 08:00,0.00000266
14-07-2023 07:15,14-07-2023 08:00,14-07-2023 08:15,0.00000734
14-07-2023 07:30,14-07-2023 08:15,14-07-2023 08:30,0.00001402
14-07-2023 07:45,14-07-2023 08:30,14-07-2023 08:45,0.00002174
14-07-2023 08:00,14-07-2023 08:45,14-07-2023 09:00,0.00003095
14-07-2023 08:15,14-07-2023 09:00,14-07-2023 09:15,0.00004230
14-07-2023 08:30,14-07-2023 09:15,14-07-2023 09:30,0.00005604
14-07-2023 08:45,14-07-2023 09:30,14-07-2023 09:45,0.00007037
14-07-2023 09:00,14-07-2023 09:45,14-07-2023 10:00,0.00008496
14-07-2023 09:15,14-07-2023 10:00,14-07-2023 10:15,0.00009910
14-07-2023 09:30,14-07-2023 10:15,14-07-2023 10:30,0.00011274
14-07-2023 09:45,14-07-2023 10:30,14-07-2023 10:45,0.00012537
14-07-2023 10:00,14-07-2023 10:45,14-07-2023 11:00,0.00013680
14-07-2023 10:15,14-07-2023 11:00,14-07-2023 11:15,0.00014741
14-07-2023 10:30,14-07-2023 11:15,14-07-2023 11:30,0.00015690
14-07-2023 10:45,14-07-2023 11:30,14-07-2023 11:45,0.00016489
14-07-2023 11:00,14-07-2023 11:45,14-07-2023 12:00,0.00017273
14-07-2023 11:15,14-07-2023 12:00,14-07-2023 12:15,0.00017974
14-07-2023 11:30,14-07-2023 12:15,14-07-2023 12:30,0.00018614
14-07-2023 11:45,14-07-2023 12:30,14-07-2023 12:45,0.00019083
14-07-2023 12:00,14-07-2023 12:45,14-07-2023 13:00,0.00019519
14-07-2023 12:15,14-07-2023 13:00,14-07-2023 13:15,0.00019898
14-07-2023 12:30,14-07-2023 13:15,14-07-2023 13:30,0.00020179
14-07-2023 12:45,14-07-2023 13:30,14-07-2023 13:45,0.00020265
14-07-2023 13:00,14-07-2023 13:45,14-07-2023 14:00,0.00020249
14-07-2023 13:15,14-07-2023 14:00,14-07-2023 14:15,0.00020091
14-07-2023 13:30,14-07-2023 14:15,14-07-2023 14:30,0.00019862
14-07-2023 13:45,14-07-2023 14:30,14-07-2023 14:45,0.00019516
14-07-2023 14:00,14-07-2023 14:45,14-07-2023 15:00,0.00019130
14-07-2023 14:15,14-07-2023 15:00,14-07-2023 15:15,0.00018671
14-07-2023 14:30,14-07-2023 15:15,14-07-2023 15:30,0.00018127
14-07-2023 14:45,14-07-2023 15:30,14-07-2023 15:45,0.00017456
14-07-2023 15:00,14-07-2023 15:45,14-07-2023 16:00,0.00016720
14-07-2023 15:15,14-07-2023 16:00,14-07-2023 16:15,0.00015857
14-07-2023 15:30,14-07-2023 16:15,14-07-2023 16:30,0.00014842
14-07-2023 15:45,14-07-2023 16:30,14-07-2023 16:45,0.00013600
14-07-2023 16:00,14-07-2023 16:45,14-07-2023 17:00,0.00012212
14-07-2023 16:15,14-07-2023 17:00,14-07-2023 17:15,0.00010665
14-07-2023 16:30,14-07-2023 17:15,14-07-2023 17:30,0.00008945
14-07-2023 16:45,14-07-2023 17:30,14-07-2023 17:45,0.00007173
14-07-2023 17:00,14-07-2023 17:45,14-07-2023 18:00,0.00005600
14-07-2023 17:15,14-07-2023 18:00,14-07-2023 18:15,0.00004290
14-07-2023 17:30,14-07-2023 18:15,14-07-2023 18:30,0.00003160
14-07-2023 17:45,14-07-2023 18:30,14-07-2023 18:45,0.00002162
14-07-2023 18:00,14-07-2023 18:45,14-07-2023 19:00,0.00001365
14-07-2023 18:15,14-07-2023 19:00,14-07-2023 19:15,0.00000735
14-07-2023 18:30,14-07-2023 19:15,14-07-2023 19:30,0.00000307
14-07-2023 18:45,14-07-2023 19:30,14-07-2023 19:45,0.00000054
14-07-2023 19:00,14-07-2023 19:45,14-07-2023 20:00,0.00000006
14-07-2023 19:15,14-07-2023 20:00,14-07-2023 20:15,0.00000000
14-07-2023 19:30,14-07-2023 20:15,14-07-2023 20:30,0.00000000
14-07-2023 19:45,14-07-2023 20:30,14-07-2023 20:45,0.00000000
14-07-2023 20:00,14-07-2023 20:45,14-07-2023 21:00,0.00000000
14-07-2023 20:15,14-07-2023 21:00,14-07-2023 21:15,0.00000000
14-07-2023 20:30,14-07-2023 21:15,14-07-2023 21:30,0.00000000
14-07-2023 20:45,14-07-2023 21:30,14-07-2023 21:45,0.00000000
14-07-2023 21:00,14-07-2023 21:45,14-07-2023 22:00,0.00000000
14-07-2023 21:15,14-07-2023 22:00,14-07-2023 22:15,0.00000000
14-07-2023 21:30,14-07-2023 22:15,14-07-2023 22:30,0.00000000
14-07-2023 21:45,14-07-2023 22:30,14-07-2023 22:45,0.00000000
14-07-2023 22:00,14-07-2023 22:45,14-07-2023 23:00,0.00000000
14-07-2023 22:15,14-07-2023 23:00,14-07-2023 23:15,0.00000000
14-07-2023 22:30,14-07-2023 23:15,14-07-2023 23:30,0.00000000
14-07-2023 22:45,14-07-2023 23:30,14-07-2023 23:45,0.00000000
14-07-2023 23:00,14-07-2023 23:45,15-07-2023 00:00,0.00000000
14-07-2023 23:15,15-07-2023 00:00,15-07-2023 00:15,0.00000000
14-07-2023 23:30,15-07-2023 00:15,15-07-2023 00:30,0.00000000
14-07-2023 23:45,15-07-2023 00:30,15-07-2023 00:45,0.00000000
15-07-2023 00:00,15-07-2023 00:45,15-07-2023 01:00,0.00000000
15-07-2023 00:15,15-07-2023 01:00,15-07-2023 01:15,0.00000000
15-07-2023 00:30,15-07-2023 01:15,15-07-2023 01:30,0.00000000
15-07-2023 00:45,15-07-2023 01:30,15-07-2023 01:45,0.00000000
15-07-2023 01:00,15-07-2023 01:45,15-07-2023 02:00,0.00000000
15-07-2023 01:15,15-07-2023 02:00,15-07-2023 02:15,0.00000000
15-07-2023 01:30,15-07-2023 02:15,15-07-2023 02:30,0.00000000
15-07-2023 01:45,15-07-2023 02:30,15-07-2023 02:45,0.00000000
15-07-2023 02:00,15-07-2023 02:45,15-07-2023 03:00,0.00000000
15-07-2023 02:15,15-07-2023 03:00,15-07-2023 03:15,0.00000000
15-07-2023 02:30,15-07-2023 03:15,15-07-2023 03:30,0.00000000
15-07-2023 02:45,15-07-2023 03:30,15-07-2023 03:45,0.00000000
15-07-2023 03:00,15-07-2023 03:45,15-07-2023 04:00,0.00000000
15-07-2023 03:15,15-07-2023 04:00,15-07-2023 04:15,0.00000000
15-07-2023 03:30,15-07-2023 04:15,15-07-2023 04:30,0.00000000
15-07-2023 03:45,15-07-2023 04:30,15-07-2023 04:45,0.00000000
15-07-2023 04:00,15-07-2023 04:45,15-07-2023 05:00,0.00000000
15-07-2023 04:15,15-07-2023 05:00,15-07-2023 05:15,0.00000000
15-07-2023 04:30,15-07-2023 05:15,15-07-2023 05:30,0.00000000
15-07-2023 04:45,15-07-2023 05:30,15-07-2023 05:45,0.00000000
15-07-2023 05:00,15-07-2023 05:45,15-07-2023 06:00,0.00000000
15-07-2023 05:15,15-07-2023 06:00,15-07-2023 06:15,0.00000000
15-07-2023 05:30,15-07-2023 06:15,15-07-2023 06:30,0.00000000
15-07-2023 05:45,15-07-2023 06:30,15-07-2023 06:45,0.00000000
15-07-2023 06:00,15-07-2023 06:45,15-07-2023 07:00,0.00000000
15-07-2023 06:15,15-07-2023 07:00,15-07-2023 07:15,0.00000000
15-07-2023 06:30,15-07-2023 07:15,15-07-2023 07:30,0.00000037
15-07-2023 06:45,15-07-2023 07:30,15-07-2023 07:45,0.00000219
15-07-2023 07:00,15-07-2023 07:45,15-07-2023 08:00,0.00000571
15-07-2023 07:15,15-07-2023 08:00,15-07-2023 08:15,0.00001094
15-07-2023 07:30,15-07-2023 08:15,15-07-2023 08:30,0.00001741
15-07-2023 07:45,15-07-2023 08:30,15-07-2023 08:45,0.00002604
15-07-2023 08:00,15-07-2023 08:45,15-07-2023 09:00,0.00003649
15-07-2023 08:15,15-07-2023 09:00,15-07-2023 09:15,0.00004839
15-07-2023 08:30,15-07-2023 09:15,15-07-2023 09:30,0.00006121
15-07-2023 08:45,15-07-2023 09:30,15-07-2023 09:45,0.00007493
15-07-2023 09:00,15-07-2023 09:45,15-07-2023 10:00,0.00008923
15-07-2023 09:15,15-07-2023 10:00,15-07-2023 10:15,0.00010267
15-07-2023 09:30,15-07-2023 10:15,15-07-2023 10:30,0.00011563
15-07-2023 09:45,15-07-2023 10:30,15-07-2023 10:45,0.00012782
15-07-2023 10:00,15-07-2023 10:45,15-07-2023 11:00,0.00013887
15-07-2023 10:15,15-07-2023 11:00,15-07-2023 11:15,0.00014893
15-07-2023 10:30,15-07-2023 11:15,15-07-2023 11:30,0.00015733
15-07-2023 10:45,15-07-2023 11:30,15-07-2023 11:45,0.00016480
15-07-2023 11:00,15-07-2023 11:45,15-07-2023 12:00,0.00017204
15-07-2023 11:15,15-07-2023 12:00,15-07-2023 12:15,0.00017842
15-07-2023 11:30,15-07-2023 12:15,15-07-2023 12:30,0.00018471
15-07-2023 11:45,15-07-2023 12:30,15-07-2023 12:45,0.00018905
15-07-2023 12:00,15-07-2023 12:45,15-07-2023 13:00,0.00019351
15-07-2023 12:15,15-07-2023 13:00,15-07-2023 13:15,0.00019715
15-07-2023 12:30,15-07-2023 13:15,15-07-2023 13:30,0.00019977
15-07-2023 12:45,15-07-2023 13:30,15-07-2023 13:45,0.00020090
15-07-2023 13:00,15-07-2023 13:45,15-07-2023 14:00,0.00020134
15-07-2023 13:15,15-07-2023 14:00,15-07-2023 14:15,0.00020082
15-07-2023 13:30,15-07-2023 14:15,15-07-2023 14:30,0.00019978
15-07-2023 13:45,15-07-2023 14:30,15-07-2023 14:45,0.00019703
15-07-2023 14:00,15-07-2023 14:45,15-07-2023 15:00,0.00019364
15-07-2023 14:15,15-07-2023 15:00,15-07-2023 15:15,0.00018883
15-07-2023 14:30,15-07-2023 15:15,15-07-2023 15:30,0.00018352
15-07-2023 14:45,15-07-2023 15:30,15-07-2023 15:45,0.00017726
15-07-2023 15:00,15-07-2023 15:45,15-07-2023 16:00,0.00017097
15-07-2023 15:15,15-07-2023 16:00,15-07-2023 16:15,0.00016322
15-07-2023 15:30,15-07-2023 16:15,15-07-2023 16:30,0.00015389
15-07-2023 15:45,15-07-2023 16:30,15-07-2023 16:45,0.00014164
15-07-2023 16:00,15-07-2023 16:45,15-07-2023 17:00,0.00012834
15-07-2023 16:15,15-07-2023 17:00,15-07-2023 17:15,0.00011283
15-07-2023 16:30,15-07-2023 17:15,15-07-2023 17:30,0.00009615
15-07-2023 16:45,15-07-2023 17:30,15-07-2023 17:45,0.00007813
15-07-2023 17:00,15-07-2023 17:45,15-07-2023 18:00,0.00006185
